gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
6186039417	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/343555114	Animalia	Arthropoda	Insecta	Hymenoptera	Megachilidae	Megachile	Megachile parallela		SPECIES	Megachile parallela Smith, 1853	Megachile parallela		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	26.286293	-80.134723	51.0						2026-03-17T14:55	17	3	2026	1336077	1336077	HUMAN_OBSERVATION	iNaturalist	Observations	343555114		Autumn	2026-03-19T21:23:02	CC0_1_0	Dennis Vollmar	Dennis Vollmar			2026-04-18T08:15:07.281Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
6185952712	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/339045708	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis mellifera		SPECIES	Apis mellifera Linnaeus, 1758	Apis mellifera		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	26.247979	-80.093456	2.0						2026-02-17T11:38:20	17	2	2026	1341976	1341976	HUMAN_OBSERVATION	iNaturalist	Observations	339045708		Arek Barkaszi	2026-03-20T17:30:19	CC_BY_NC_4_0	Rand	Rand			2026-04-18T10:01:08.133Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
6185860830	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/344514335	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis mellifera		SPECIES	Apis mellifera Linnaeus, 1758	Apis mellifera		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	26.14025	-80.122689	11.0						2026-03-22T16:13:59	22	3	2026	1341976	1341976	HUMAN_OBSERVATION	iNaturalist	Observations	344514335		KF	2026-03-23T00:04:30	CC_BY_NC_4_0	nikkipassick	nikkipassick			2026-04-18T11:19:22.217Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
6185694848	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/346129231	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis mellifera		SPECIES	Apis mellifera Linnaeus, 1758	Apis mellifera		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	26.09707	-80.120125	4.0						2026-03-29T13:32:38	29	3	2026	1341976	1341976	HUMAN_OBSERVATION	iNaturalist	Observations	346129231		wolf that wanders around	2026-03-30T11:27:58	CC_BY_NC_4_0	wolf that wanders around	wolf that wanders around			2026-04-18T11:19:45.414Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
6185649728	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/342102099	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis mellifera		SPECIES	Apis mellifera Linnaeus, 1758	Apis mellifera		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	26.126369	-80.273493	45.0						2026-03-09T13:17:51	9	3	2026	1341976	1341976	HUMAN_OBSERVATION	iNaturalist	Observations	342102099		Delaney Sonnenberg	2026-03-22T14:55:35	CC_BY_NC_4_0	skylarhaley	skylarhaley			2026-04-18T11:18:51.105Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
6185592195	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/343696892	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis mellifera		SPECIES	Apis mellifera Linnaeus, 1758	Apis mellifera		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	26.315049	-80.179757	73.0						2026-03-18T17:07:49	18	3	2026	1341976	1341976	HUMAN_OBSERVATION	iNaturalist	Observations	343696892		Tony Iwane	2026-03-18T21:13:24	CC_BY_NC_4_0	lozanaga	lozanaga			2026-04-18T11:19:14.169Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
6185547962	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/345033586	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis mellifera		SPECIES	Apis mellifera Linnaeus, 1758	Apis mellifera		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	26.1295	-80.3506							2026-03-24T10:57	24	3	2026	1341976	1341976	HUMAN_OBSERVATION	iNaturalist	Observations	345033586		Marina Marquis	2026-03-25T04:19:17	CC_BY_NC_4_0	Marina Marquis	Marina Marquis			2026-04-18T08:15:28.894Z	StillImage	CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
6185536102	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/345499360	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis mellifera		SPECIES	Apis mellifera Linnaeus, 1758	Apis mellifera		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	26.17675	-80.447861	18.0						2026-03-27T12:46:06	27	3	2026	1341976	1341976	HUMAN_OBSERVATION	iNaturalist	Observations	345499360		madison_haddad	2026-03-27T16:46:11	CC_BY_NC_4_0	madison_haddad	madison_haddad			2026-04-18T10:02:36.452Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
6185423538	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/345033600	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis mellifera		SPECIES	Apis mellifera Linnaeus, 1758	Apis mellifera		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	26.28728	-80.135							2026-03-10T12:39	10	3	2026	1341976	1341976	HUMAN_OBSERVATION	iNaturalist	Observations	345033600		Marina Marquis	2026-03-25T04:19:19	CC_BY_NC_4_0	Marina Marquis	Marina Marquis			2026-04-18T08:15:27.479Z	StillImage	CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
6185406199	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/345033592	Animalia	Arthropoda	Insecta	Hymenoptera	Halictidae	Halictus	Halictus poeyi		SPECIES	Halictus poeyi Lepeletier, 1841	Halictus poeyi		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	26.12554	-80.3538							2026-03-24T10:28	24	3	2026	1353384	1353384	HUMAN_OBSERVATION	iNaturalist	Observations	345033592		Marina Marquis	2026-03-25T04:19:18	CC_BY_NC_4_0	Marina Marquis	Marina Marquis			2026-04-18T08:15:27.286Z	StillImage	CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
6185354424	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/345033595	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis mellifera		SPECIES	Apis mellifera Linnaeus, 1758	Apis mellifera		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	26.12554	-80.3538							2026-03-24T10:07	24	3	2026	1341976	1341976	HUMAN_OBSERVATION	iNaturalist	Observations	345033595		Marina Marquis	2026-03-25T04:19:18	CC_BY_NC_4_0	Marina Marquis	Marina Marquis			2026-04-18T08:15:30.270Z	StillImage	CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
6185350196	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/344089460	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis mellifera		SPECIES	Apis mellifera Linnaeus, 1758	Apis mellifera		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	26.015542	-80.414217	207.0						2026-03-19T13:28	19	3	2026	1341976	1341976	HUMAN_OBSERVATION	iNaturalist	Observations	344089460		caulkins_david_691	2026-03-21T00:59:32	CC_BY_NC_4_0	caulkins_david_691	caulkins_david_691			2026-04-18T10:02:18.584Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
6185283910	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/344514042	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis mellifera		SPECIES	Apis mellifera Linnaeus, 1758	Apis mellifera		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	26.14025	-80.122689	14.0						2026-03-22T16:12:16	22	3	2026	1341976	1341976	HUMAN_OBSERVATION	iNaturalist	Observations	344514042		nikkipassick	2026-03-22T20:13:04	CC_BY_NC_4_0	nikkipassick	nikkipassick			2026-04-18T08:15:21.773Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
6185283607	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/344057789	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis mellifera		SPECIES	Apis mellifera Linnaeus, 1758	Apis mellifera		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	26.181414	-80.098033							2026-03-15T10:23:24	15	3	2026	1341976	1341976	HUMAN_OBSERVATION	iNaturalist	Observations	344057789		Mary Keim	2026-03-20T23:20:14	CC_BY_NC_4_0	AnnieB	AnnieB			2026-04-18T10:02:19.253Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
6185232210	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/345033611	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis mellifera		SPECIES	Apis mellifera Linnaeus, 1758	Apis mellifera		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	26.31077	-80.1539							2026-03-10T10:16	10	3	2026	1341976	1341976	HUMAN_OBSERVATION	iNaturalist	Observations	345033611		Marina Marquis	2026-03-25T04:19:21	CC_BY_NC_4_0	Marina Marquis	Marina Marquis			2026-04-18T08:15:30.573Z	StillImage	CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
6185218829	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/345844695	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis mellifera		SPECIES	Apis mellifera Linnaeus, 1758	Apis mellifera		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	26.047278	-80.357109	52.0						2026-03-29T00:34:50	29	3	2026	1341976	1341976	HUMAN_OBSERVATION	iNaturalist	Observations	345844695		Melissa	2026-03-29T05:39:11	CC_BY_NC_4_0	Melissa	Melissa			2026-04-18T08:15:42.274Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
6185170699	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/343986380	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis mellifera		SPECIES	Apis mellifera Linnaeus, 1758	Apis mellifera		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	26.234292	-80.181542	8.0						2026-03-20T10:29:37	20	3	2026	1341976	1341976	HUMAN_OBSERVATION	iNaturalist	Observations	343986380		KF	2026-03-20T18:55:49	CC_BY_NC_4_0	eric rupert	eric rupert			2026-04-18T10:02:16.188Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
6185034721	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/343815631	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis mellifera		SPECIES	Apis mellifera Linnaeus, 1758	Apis mellifera		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	26.295609	-80.192093	55.0						2026-03-19T11:31:46	19	3	2026	1341976	1341976	HUMAN_OBSERVATION	iNaturalist	Observations	343815631		eharvey2023	2026-03-19T15:33:17	CC_BY_NC_4_0	eharvey2023	eharvey2023			2026-04-18T10:02:13.220Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
6185006964	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/345033603	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis mellifera		SPECIES	Apis mellifera Linnaeus, 1758	Apis mellifera		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	26.28738	-80.1354							2026-03-10T12:25	10	3	2026	1341976	1341976	HUMAN_OBSERVATION	iNaturalist	Observations	345033603		Marina Marquis	2026-03-25T04:19:19	CC_BY_NC_4_0	Marina Marquis	Marina Marquis			2026-04-18T08:15:27.691Z	StillImage	CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
6184991964	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/344970052	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis mellifera		SPECIES	Apis mellifera Linnaeus, 1758	Apis mellifera		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	26.14157	-80.114105	4.0						2026-03-24T16:59:19	24	3	2026	1341976	1341976	HUMAN_OBSERVATION	iNaturalist	Observations	344970052		Savannah Phillips	2026-03-24T21:05:57	CC_BY_NC_4_0	Savannah Phillips	Savannah Phillips			2026-04-18T08:15:27.894Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
6184953038	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/344053518	Animalia	Arthropoda	Insecta	Hymenoptera	Megachilidae	Megachile	Megachile xylocopoides		SPECIES	Megachile xylocopoides Smith, 1853	Megachile xylocopoides		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	26.261707	-80.172901	168.0						2026-03-20T14:52	20	3	2026	1335381	1335381	HUMAN_OBSERVATION	iNaturalist	Observations	344053518		John S. Ascher	2026-03-22T07:39:05	CC0_1_0	Dennis Vollmar	Dennis Vollmar			2026-04-18T08:15:15.020Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
6184901325	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/345033608	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis mellifera		SPECIES	Apis mellifera Linnaeus, 1758	Apis mellifera		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	26.28621	-80.1356							2026-03-10T11:49	10	3	2026	1341976	1341976	HUMAN_OBSERVATION	iNaturalist	Observations	345033608		Marina Marquis	2026-03-25T04:19:20	CC_BY_NC_4_0	Marina Marquis	Marina Marquis			2026-04-18T08:15:25.321Z	StillImage	CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
